datetime,title,source,link,top_sentiment,sentiment_score
8/7/2024 5:37:32 PM,Nvidia Options Trade: Get Paid More When the Stock Goes Down!,InvestorPlace,/news/stocks/nvidia-options-trade-get-paid-more-when-the-stock-goes-down-1033654992,neutral,0.7322157025337219
8/7/2024 3:59:16 PM,Super Micro CEO indicates Nvidia's Blackwell likely delayed until early 2025,Seeking Alpha,https://seekingalpha.com/news/4136020-smci-ceo-indicates-nvidias-blackwell-likely-delayed-until-early-2025?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.6368420124053955
8/7/2024 2:31:46 PM,SMCI Stock Split Alert: Is Super Micro a Buy on the 10-for-1 Split News?,InvestorPlace,/news/stocks/smci-stock-split-alert-is-super-micro-a-buy-on-the-10-for-1-split-news-1033653875,neutral,0.9084144830703735
8/7/2024 2:25:32 PM,The 3 Best Semiconductors Stocks to Buy in August 2024,InvestorPlace,/news/stocks/the-3-best-semiconductors-stocks-to-buy-in-august-2024-1033653878,neutral,0.8647893667221069
8/7/2024 12:34:49 PM,Super Micro slumps as Wall Street worries gross margin woes offset better guidance,Seeking Alpha,https://seekingalpha.com/news/4135890-super-micro-slumps-as-wall-street-worries-gross-margin-woes-offset-better-guidance?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.9558933973312378
8/7/2024 8:17:26 AM,Nvidia’s Market Leadership and Growth Prospects Reinforce Buy Rating,TipRanks,/news/stocks/nvidia-s-market-leadership-and-growth-prospects-reinforce-buy-rating-1033652065,positive,0.9416292905807495
8/6/2024 8:48:46 PM,Nvidia News: New Street Research Upgrades NVDA Stock Amid Selloff,InvestorPlace,/news/stocks/nvidia-news-new-street-research-upgrades-nvda-stock-amid-selloff-1033647658,negative,0.9495529532432556
8/6/2024 7:52:53 PM,3 AI Stocks That Could See Incredible Growth in August and Beyond,InvestorPlace,/news/stocks/3-ai-stocks-that-could-see-incredible-growth-in-august-and-beyond-1033647355,positive,0.812768816947937
8/6/2024 7:21:43 PM,Serve Robotics News: Why Is SERV Stock Soaring Today?,InvestorPlace,/news/stocks/serve-robotics-news-why-is-serv-stock-soaring-today-1033647201,neutral,0.757504403591156
8/6/2024 2:07:55 PM,Core Scientific expands AI deal with Nvidia-backed CoreWeave,Seeking Alpha,https://seekingalpha.com/news/4134927-core-scientific-expands-ai-deal-with-nvidia-backed-coreweave?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,positive,0.8146641850471497
8/6/2024 11:43:02 AM,"Analysts Conflicted on These Technology Names: Palantir Technologies (PLTR), Nvidia (NVDA) and Shift4 Payments (FOUR)",TipRanks,/news/stocks/analysts-conflicted-on-these-technology-names-palantir-technologies-pltr-nvidia-nvda-and-shift4-payments-four-1033646257,neutral,0.5224175453186035
8/6/2024 11:00:00 AM,3 AI Stocks That Could See Another Leg Higher This Year,InvestorPlace,/news/stocks/3-ai-stocks-that-could-see-another-leg-higher-this-year-1033644358,positive,0.8912582993507385
8/6/2024 11:00:00 AM,Don’t Let Talk of ‘Bubble Trouble’ Scare You Off Nvidia Stock,InvestorPlace,/news/stocks/dont-let-talk-of-bubble-trouble-scare-you-off-nvidia-stock-1033644360,neutral,0.6098848581314087
8/6/2024 10:15:00 AM,3 Quantum Computing Stocks with Long-Term Growth Potential,InvestorPlace,/news/stocks/3-quantum-computing-stocks-with-long-term-growth-potential-1033644210,neutral,0.6051995754241943
8/6/2024 10:00:00 AM,Rate Cuts Incoming? These 7 Stocks Could Skyrocket,InvestorPlace,/news/stocks/rate-cuts-incoming-these-7-stocks-could-skyrocket-1033644091,negative,0.6521594524383545
8/6/2024 2:40:59 AM,Nvidia Stock (NASDAQ:NVDA): Options Traders Are Taking the Contrarian Bet,TipRanks,/news/stocks/nvidia-stock-nasdaq-nvda-options-traders-are-taking-the-contrarian-bet-1033643298,negative,0.6518381834030151
8/5/2024 10:10:01 PM,Nvidia CEO Jensen Huang sold a record $323 million of stock in July before the market tanked,Business Insider,/news/stocks/nvidia-jensen-huang-stock-sale-tech-selloff-fed-rate-cuts-2024-8,neutral,0.9059577584266663
8/5/2024 8:36:28 PM,Monday Market Alert: Why Are Tech Stocks Down Today?,InvestorPlace,/news/stocks/monday-market-alert-why-are-tech-stocks-down-today-1033641077,negative,0.9525903463363647
8/5/2024 8:00:40 PM,"Semiconductor stocks mostly lower amid Nvidia delays, recession fears",Seeking Alpha,https://seekingalpha.com/news/4134026-semiconductor-stocks-mostly-lower-amid-nvidia-delays-recession-fears?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.969758152961731
8/5/2024 3:25:19 PM,Nvidia’s Hold Rating: Balancing Short-Term Chip Delays Against Long-Term AI Strengths,TipRanks,/news/stocks/nvidia-s-hold-rating-balancing-short-term-chip-delays-against-long-term-ai-strengths-1033640741,positive,0.659313440322876
8/5/2024 1:51:24 PM,NVDA Stock Alert: Why Is Nvidia Down Today?,InvestorPlace,/news/stocks/nvda-stock-alert-why-is-nvidia-down-today-2-1033639802,negative,0.9027565717697144
8/5/2024 1:41:18 PM,"Biggest stock movers today: AAPL, NVDA, crypto stocks, and more",Seeking Alpha,https://seekingalpha.com/news/4133756-biggest-stock-movers-today-aapl-crypto-stocks-and-more?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.9329290390014648
8/5/2024 12:22:48 PM,"Nvidia sinks as Citi removes catalyst watch, cuts estimates amid Blackwell delay (update)",Seeking Alpha,https://seekingalpha.com/news/4133808-nvidia-sinks-citi-removes-catalyst-watch-cuts-estimates-amid-blackwell-delay?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.9397057890892029
8/5/2024 12:11:26 PM,"Analysts Offer Insights on Technology Companies: ACI Worldwide (ACIW), Wix (WIX) and Nvidia (NVDA)",TipRanks,/news/stocks/analysts-offer-insights-on-technology-companies-aci-worldwide-aciw-wix-wix-and-nvidia-nvda-1033640012,neutral,0.9219526052474976
8/5/2024 12:10:42 PM,D.A. Davidson Sticks to Its Hold Rating for Nvidia (NVDA),TipRanks,/news/stocks/d-a-davidson-sticks-to-its-hold-rating-for-nvidia-nvda-1033640017,neutral,0.8195744156837463
8/5/2024 11:22:02 AM,'Not a time to panic:' Wedbush pounds table for tech trade amid global sell-off,Seeking Alpha,https://seekingalpha.com/news/4133798-not-a-time-to-panic-wedbush-pounds-table-for-tech-trade-amid-global-sell-off?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.5250177979469299
8/5/2024 9:16:43 AM,Nvidia’s Resilience Amidst Blackwell GPU Launch Delays: An Investment Opportunity,TipRanks,/news/stocks/nvidia-s-resilience-amidst-blackwell-gpu-launch-delays-an-investment-opportunity-1033638660,positive,0.8929889798164368
8/5/2024 6:10:26 AM,"Retail investors were net buyers of stocks in July, boosting tech exposure: Schwab",Seeking Alpha,https://seekingalpha.com/news/4133575-schwab-trading-activity-index?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,positive,0.9337371587753296
8/5/2024 6:05:35 AM,"New Buy Rating for Nvidia (NVDA), the Technology Giant",TipRanks,/news/stocks/new-buy-rating-for-nvidia-nvda-the-technology-giant-1033637808,positive,0.748185932636261
8/5/2024 4:25:34 AM,Buy Rating Maintained for Nvidia Despite Short-Term Hurdles: Long-Term Growth and Market Dominance Expected,TipRanks,/news/stocks/buy-rating-maintained-for-nvidia-despite-short-term-hurdles-long-term-growth-and-market-dominance-expected-1033637287,positive,0.9488210082054138
8/4/2024 2:46:51 PM,Nvidia Stock Outlook: What Is the Downside if AI Doesn’t Stick?,InvestorPlace,/news/stocks/nvidia-stock-outlook-what-is-the-downside-if-ai-doesnt-stick-1033635219,negative,0.7816075086593628
8/4/2024 10:22:00 AM,3 Growth Stocks to Sell Before You Regret It,InvestorPlace,/news/stocks/3-growth-stocks-to-sell-before-you-regret-it-1033634812,neutral,0.925469160079956
8/3/2024 7:00:00 PM,7 Dynamite Long-Term Stocks to Buy on the Dip,InvestorPlace,/news/stocks/7-dynamite-long-term-stocks-to-buy-on-the-dip-1033634441,neutral,0.8489049673080444
8/3/2024 6:31:00 PM,"Notable analyst calls this week: Meta, AMD and Intel among top picks",Seeking Alpha,https://seekingalpha.com/news/4133415-notable-analyst-calls-this-week-meta-novavax-and-intel-among-top-picks?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.6663634777069092
8/2/2024 8:56:36 PM,The Watch List: 3 Tech Stocks That Are Majorly Moving the Markets,InvestorPlace,/news/stocks/the-watch-list-3-tech-stocks-that-are-majorly-moving-the-markets-1033634154,neutral,0.8752756118774414
8/2/2024 7:53:24 PM,VIX Alert: Market Fear Gauge Spikes to Highest Levels Since 2022,InvestorPlace,/news/stocks/vix-alert-market-fear-gauge-spikes-to-highest-levels-since-2022-1033634043,positive,0.8549279570579529
8/2/2024 6:33:09 PM,3 AI Stock Valuations That Can’t Keep Up With Reality,InvestorPlace,/news/stocks/3-ai-stock-valuations-that-cant-keep-up-with-reality-1033633922,negative,0.8253547549247742
8/2/2024 5:51:53 PM,Elliott Management Warns That Nvidia Stock Is in a Bubble,InvestorPlace,/news/stocks/elliott-management-warns-that-nvidia-stock-is-in-a-bubble-1033633905,negative,0.9636082649230957
8/2/2024 5:34:15 PM,NVDA Stock Alert: Antitrust Officials Are Launching Their Probe Into Nvidia,InvestorPlace,/news/stocks/nvda-stock-alert-antitrust-officials-are-launching-their-probe-into-nvidia-1033633830,neutral,0.4981466829776764
8/2/2024 3:56:46 PM,"Intel leads chip stocks decline after results, outlook weighs on investor sentiment",Seeking Alpha,https://seekingalpha.com/news/4133407-intel-leads-chip-stocks-decline-after-results-outlook-weigh-on-investor-sentiment?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.9502553343772888
8/2/2024 1:24:04 PM,Why Are Stocks Down Today?,InvestorPlace,/news/stocks/why-are-stocks-down-today-70-1033632040,negative,0.9098418354988098
8/2/2024 12:33:44 PM,Trade of the Day: The Smart Money Is Betting Against Nvidia (NVDA) Stock,InvestorPlace,/news/stocks/trade-of-the-day-the-smart-money-is-betting-against-nvidia-nvda-stock-1033631893,neutral,0.9248782992362976
8/2/2024 10:59:00 AM,Microsoft Is Big Tech’s Swiss Army Knife. The Many Reasons to Buy MSFT Now.,InvestorPlace,/news/stocks/microsoft-is-big-techs-swiss-army-knife-the-many-reasons-to-buy-msft-now-1033631419,neutral,0.9358962178230286
8/2/2024 10:54:00 AM,"Nvidia Stock Analysis: One Reason to Buy, One Reason to Sell",InvestorPlace,/news/stocks/nvidia-stock-analysis-one-reason-to-buy-one-reason-to-sell-1033631312,neutral,0.9306544065475464
8/2/2024 10:20:00 AM,Nvidia Options: Profit From the NVDA Stock Dip With This Put-Selling Strategy,InvestorPlace,/news/stocks/nvidia-options-profit-from-the-nvda-stock-dip-with-this-put-selling-strategy-1033631193,negative,0.8947591781616211
8/2/2024 10:15:00 AM,3 Stocks Gemini AI Thinks Could Be the Next Big Thing,InvestorPlace,/news/stocks/3-stocks-gemini-ai-thinks-could-be-the-next-big-thing-1033631195,neutral,0.828353226184845
8/1/2024 8:39:35 PM,SMCI Stock: Super Micro Launches New Nvidia Offering,InvestorPlace,/news/stocks/smci-stock-super-micro-launches-new-nvidia-offering-1033629096,neutral,0.6737539172172546
8/1/2024 8:17:01 PM,"Intel crashes as Q2 results, guidance miss expectations; lays off 15% of staff",Seeking Alpha,https://seekingalpha.com/news/4132330-intel-crashes-q2-results-guidance-miss-lays-off-staff?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.9687572121620178
8/1/2024 5:19:20 PM,"Qualcomm, AMD, Arm lead chips lower as investors await Intel results",Seeking Alpha,https://seekingalpha.com/news/4132438-qualcomm-amd-arm-lead-chips-lower-as-investors-await-intel-results?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.8393654823303223
8/1/2024 4:38:33 PM,The Next Nvidia? 7 Things to Know as AI Chipmaker Cerebras Files for an IPO.,InvestorPlace,/news/stocks/the-next-nvidia-7-things-to-know-as-ai-chipmaker-cerebras-files-for-an-ipo-1033628351,neutral,0.9390867352485657
8/1/2024 1:50:00 PM,3 Machine Learning Stocks That Could Make Your Summer Unforgettable,InvestorPlace,/news/stocks/3-machine-learning-stocks-that-could-make-your-summer-unforgettable-1033627407,neutral,0.8779066801071167
7/31/2024 11:00:00 PM,NVIDIA Sets Conference Call for Second-Quarter Financial Results,GlobeNewswire,/news/stocks/nvidia-sets-conference-call-for-second-quarter-financial-results-1033620973,neutral,0.8348343968391418
7/31/2024 8:30:00 PM,The Top 3 AI Stocks to Buy Now: Summer 2024,InvestorPlace,/news/stocks/the-top-3-ai-stocks-to-buy-now-summer-2024-1033620879,neutral,0.9358974695205688
7/31/2024 7:51:54 PM,The 3 Best Chip Stocks to Buy Amid the Ongoing Correction,InvestorPlace,/news/stocks/the-3-best-chip-stocks-to-buy-amid-the-ongoing-correction-1033620546,neutral,0.5559418797492981
7/31/2024 7:29:18 PM,3 Overhyped Stocks to Sell Before the AI Bubble Goes Pop!,InvestorPlace,/news/stocks/3-overhyped-stocks-to-sell-before-the-ai-bubble-goes-pop-1033620550,neutral,0.8004270792007446
7/31/2024 7:29:09 PM,Is Taiwan Semiconductor a Buy? The Risks & Catalysts for TSM Stock.,InvestorPlace,/news/stocks/is-taiwan-semiconductor-a-buy-the-risks-catalysts-for-tsm-stock-1033620551,neutral,0.9324182271957397
7/31/2024 7:23:07 PM,"Nancy Pelosi Sold 5,000 Shares of Microsoft (MSFT) Stock",InvestorPlace,/news/stocks/nancy-pelosi-sold-5000-shares-of-microsoft-msft-stock-1033620498,neutral,0.9455370306968689
7/31/2024 7:08:32 PM,"Nancy Pelosi Bought 10,000 Shares of Nvidia (NVDA) Stock on July 26",InvestorPlace,/news/stocks/nancy-pelosi-bought-10000-shares-of-nvidia-nvda-stock-on-july-26-1033620500,neutral,0.932234525680542
7/31/2024 7:00:01 PM,Why chip stocks are on an absolute tear today,Business Insider,/news/stocks/nvidia-amd-semiconductor-chip-stock-gains-2q-earnings-reaction-outlook-2024-7,negative,0.7866513133049011
7/31/2024 5:52:17 PM,Get Your Money Out of These 3 AI Stocks by 2025,InvestorPlace,/news/stocks/get-your-money-out-of-these-3-ai-stocks-by-2025-1033620340,neutral,0.9145473837852478
7/31/2024 5:45:15 PM,NVDA Stock’s AI Castle: Is Nvidia’s Moat Turning Into Quicksand?,InvestorPlace,/news/stocks/nvda-stocks-ai-castle-is-nvidias-moat-turning-into-quicksand-1033620341,negative,0.8132703304290771
7/31/2024 5:44:41 PM,Morgan Stanley Doubles Down on Nvidia Stock as a Top Pick,InvestorPlace,/news/stocks/morgan-stanley-doubles-down-on-nvidia-stock-as-a-top-pick-1033620342,negative,0.9436747431755066
7/31/2024 4:05:26 PM,SMCI Stock Outlook: Is Super Micro a Buy Ahead of August 6 Earnings?,InvestorPlace,/news/stocks/smci-stock-outlook-is-super-micro-a-buy-ahead-of-august-6-earnings-1033620038,neutral,0.9258435964584351
