datetime,date,title,source,link,top_sentiment,sentiment_score
10/30/2024 1:46:32 PM,2024-10-30,Strategic Acquisitions and AI Adoption Propel AMD Towards $400 Billion Market Opportunity,TipRanks,/news/stocks/strategic-acquisitions-and-ai-adoption-propel-amd-towards-400-billion-market-opportunity-1033919859,positive,0.9427261352539062
10/30/2024 1:01:46 PM,2024-10-30,Notable open interest changes for October 30th,TipRanks,/news/stocks/notable-open-interest-changes-for-october-30th-1033919563,neutral,0.9172896146774292
10/30/2024 1:01:23 PM,2024-10-30,Morning Movers: Caterpillar and Eli Lilly sink following quarterly reports,TipRanks,/news/stocks/morning-movers-caterpillar-and-eli-lilly-sink-following-quarterly-reports-1033919565,neutral,0.9493290185928345
10/30/2024 12:55:48 PM,2024-10-30,Advanced Micro Devices (AMD) Maintains Hold Rating Amid Mixed Segment Performance and Plateauing Margins,TipRanks,/news/stocks/advanced-micro-devices-amd-maintains-hold-rating-amid-mixed-segment-performance-and-plateauing-margins-1033919369,negative,0.9500989317893982
10/30/2024 12:47:22 PM,2024-10-30,"New Buy Rating for Advanced Micro Devices (AMD), the Technology Giant",TipRanks,/news/stocks/new-buy-rating-for-advanced-micro-devices-amd-the-technology-giant-1033919408,positive,0.7304217219352722
10/30/2024 12:38:58 PM,2024-10-30,Buy Rating Justified: AMD’s Strategic Positioning and Growth Potential in Key Segments,TipRanks,/news/stocks/buy-rating-justified-amd-s-strategic-positioning-and-growth-potential-in-key-segments-1033919274,positive,0.5778622627258301
10/30/2024 12:33:51 PM,2024-10-30,Advanced Micro Devices (AMD): New Buy Recommendation for This Technology Giant,TipRanks,/news/stocks/advanced-micro-devices-amd-new-buy-recommendation-for-this-technology-giant-1033919317,positive,0.6620899438858032
10/30/2024 12:27:01 PM,2024-10-30,AMD’s Strong Outlook and AI Advancements Justify Buy Rating with $185 Target,TipRanks,/news/stocks/amd-s-strong-outlook-and-ai-advancements-justify-buy-rating-with-185-target-1033919105,positive,0.8234370946884155
10/30/2024 12:15:47 PM,2024-10-30,Buy Recommendation for AMD Amid Strong Data Center Performance and Market Share Gains,TipRanks,/news/stocks/buy-recommendation-for-amd-amid-strong-data-center-performance-and-market-share-gains-1033919181,positive,0.9493585228919983
10/30/2024 12:00:42 PM,2024-10-30,Advanced Micro Devices call buyer realizes 51% same-day gains,TipRanks,/news/stocks/advanced-micro-devices-call-buyer-realizes-51-same-day-gains-1033919060,positive,0.8104684948921204
10/30/2024 11:52:47 AM,2024-10-30,Oppenheimer Remains a Hold on Advanced Micro Devices (AMD),TipRanks,/news/stocks/oppenheimer-remains-a-hold-on-advanced-micro-devices-amd-1033918506,neutral,0.8977047204971313
10/30/2024 11:50:21 AM,2024-10-30,"Analysts Offer Insights on Technology Companies: Advanced Micro Devices (AMD), Littelfuse (LFUS) and First Solar (FSLR)",TipRanks,/news/stocks/analysts-offer-insights-on-technology-companies-advanced-micro-devices-amd-littelfuse-lfus-and-first-solar-fslr-1033918548,neutral,0.8892015218734741
10/30/2024 11:45:18 AM,2024-10-30,AMD's results were solid. Why Wall Street wanted more.,Seeking Alpha,https://seekingalpha.com/news/4222558-amds-results-were-solid-wall-street-wanted-more?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.5671727061271667
10/30/2024 11:20:44 AM,2024-10-30,AMD price target lowered to $205 from $210 at UBS,TipRanks,/news/stocks/amd-price-target-lowered-to-205-from-210-at-ubs-1033918235,negative,0.8016383051872253
10/30/2024 11:10:09 AM,2024-10-30,"Analysts Conflicted on These Technology Names: First Solar (FSLR), Advanced Micro Devices (AMD) and Udemy Inc (UDMY)",TipRanks,/news/stocks/analysts-conflicted-on-these-technology-names-first-solar-fslr-advanced-micro-devices-amd-and-udemy-inc-udmy-1033918092,negative,0.6284159421920776
10/30/2024 11:09:59 AM,2024-10-30,Advanced Micro Devices (AMD) Receives a New Rating from a Top Analyst,TipRanks,/news/stocks/advanced-micro-devices-amd-receives-a-new-rating-from-a-top-analyst-1033918095,positive,0.8504834175109863
10/30/2024 11:08:30 AM,2024-10-30,AMD price target lowered to $180 from $200 at Piper Sandler,TipRanks,/news/stocks/amd-price-target-lowered-to-180-from-200-at-piper-sandler-1033918118,negative,0.5963475704193115
10/30/2024 10:26:18 AM,2024-10-30,AMD price target lowered to $169 from $178 at Morgan Stanley,TipRanks,/news/stocks/amd-price-target-lowered-to-169-from-178-at-morgan-stanley-1033917587,negative,0.8423342704772949
10/30/2024 10:26:09 AM,2024-10-30,AMD price target lowered to $200 from $210 at Citi,TipRanks,/news/stocks/amd-price-target-lowered-to-200-from-210-at-citi-1033917589,negative,0.801528811454773
10/30/2024 10:19:10 AM,2024-10-30,Vivek Arya’s Bullish Outlook on AMD: Strong Market Position and Growth Prospects Amid Challenges,TipRanks,/news/stocks/vivek-arya-s-bullish-outlook-on-amd-strong-market-position-and-growth-prospects-amid-challenges-1033917615,positive,0.9398199319839478
10/30/2024 10:17:49 AM,2024-10-30,AMD: Balancing Robust Datacenter Growth with Gaming and Embedded Segment Challenges,TipRanks,/news/stocks/amd-balancing-robust-datacenter-growth-with-gaming-and-embedded-segment-challenges-1033917630,positive,0.908915638923645
10/30/2024 8:50:25 AM,2024-10-30,AMD price target lowered to $170 from $180 at Barclays,TipRanks,/news/stocks/amd-price-target-lowered-to-170-from-180-at-barclays-1033916745,negative,0.8396099805831909
10/30/2024 6:55:25 AM,2024-10-30,"New Buy Rating for Advanced Micro Devices (AMD), the Technology Giant",TipRanks,/news/stocks/new-buy-rating-for-advanced-micro-devices-amd-the-technology-giant-1033915901,positive,0.7304217219352722
10/30/2024 2:45:09 AM,2024-10-30,Positive Outlook for AMD: Datacenter Growth and Strong Market Positioning Drive Buy Rating,TipRanks,/news/stocks/positive-outlook-for-amd-datacenter-growth-and-strong-market-positioning-drive-buy-rating-1033914018,positive,0.945080041885376
10/29/2024 11:25:34 PM,2024-10-29,Closing Bell Movers: Alphabet up over 5% on Q3 earnings beat,TipRanks,/news/stocks/closing-bell-movers-alphabet-up-over-5-on-q3-earnings-beat-1033912695,positive,0.9517650604248047
10/29/2024 10:25:42 PM,2024-10-29,"Advanced Micro Devices Inc. Q3 Profit Increases, Beats Estimates",RTTNews,/news/stocks/advanced-micro-devices-inc-q3-profit-increases-beats-estimates-1033912021,positive,0.9314982891082764
10/29/2024 10:18:32 PM,2024-10-29,Promising Growth Trajectory and Resilience Support Buy Rating for AMD,TipRanks,/news/stocks/promising-growth-trajectory-and-resilience-support-buy-rating-for-amd-1033912580,positive,0.9302391409873962
10/29/2024 9:42:45 PM,2024-10-29,AMD just reported Q3 earnings. Here's why the stock is falling. (update),Seeking Alpha,https://seekingalpha.com/news/4218628-amd-q3-earnings-stock-falling?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.858969509601593
10/29/2024 9:22:01 PM,2024-10-29,Stock market today: Nasdaq closes at a record ahead of key tech earnings,Business Insider,/news/stocks/stock-market-today-nasdaq-price-record-high-tech-earnings-alphabet-2024-10,positive,0.8878819346427917
10/29/2024 9:16:02 PM,2024-10-29,AMD in charts: Data Center revenue more than doubles from last year,Seeking Alpha,https://seekingalpha.com/news/4221188-amd-in-charts-data-center-revenue-more-than-doubles-from-last-year?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,positive,0.9455747604370117
10/29/2024 9:15:30 PM,2024-10-29,AMD Reports Third Quarter 2024 Financial Results,GlobeNewswire,/news/stocks/amd-reports-third-quarter-2024-financial-results-1033911757,neutral,0.8844980597496033
11/5/2024 2:57:21 PM,2024-11-05,"Chip roundup: GlobalFoundries, Astera Lab rise on earnings; Cirrus Logic, Navitas fall",Seeking Alpha,https://seekingalpha.com/news/4248708-chip-roundup-globalfoundries-astera-lab-rise-on-earnings-cirrus-logic-navitas-fall?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,positive,0.9024745225906372
11/4/2024 1:32:00 PM,2024-11-04,Schwab Trading Activity Index edges up in October as clients become net buyers,Seeking Alpha,https://seekingalpha.com/news/4235706-schwab-trading-activity-index-edges-up-in-october-as-clients-become-net-buyers?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,positive,0.9134030938148499
11/4/2024 10:46:00 AM,2024-11-04,"House Speaker Johnson says GOP may try to repeal CHIPS Act, AP reports",TipRanks,/news/stocks/house-speaker-johnson-says-gop-may-try-to-repeal-chips-act-ap-reports-1033944033,neutral,0.7264169454574585
11/1/2024 12:25:51 PM,2024-11-01,Intel's results were better than feared. Wall Street says it's not out of the woods yet.,Seeking Alpha,https://seekingalpha.com/news/4233290-intel-jumps-wall-street-results-were-better-than-feared?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,positive,0.7762575149536133
11/1/2024 9:25:20 AM,2024-11-01,"AMD, Fujitsu sign MOU to form AI computing platforms partnership",TipRanks,/news/stocks/amd-fujitsu-sign-mou-to-form-ai-computing-platforms-partnership-1033936121,neutral,0.87742680311203
11/1/2024 6:01:12 AM,2024-11-01,AMD’s Acquisition of ZT Systems: Navigating Regulatory Hurdles and Strategic Risks,TipRanks,/news/stocks/amd-s-acquisition-of-zt-systems-navigating-regulatory-hurdles-and-strategic-risks-1033935116,neutral,0.8048698306083679
10/31/2024 8:44:09 PM,2024-10-31,Intel just reported Q3 results. Here's why the stock is rising.,Seeking Alpha,https://seekingalpha.com/news/4229313-intel-q3-results-why-the-stock-rising?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.7521953582763672
10/31/2024 3:46:34 PM,2024-10-31,Nvidia remains AI king as Super Micro tagged along for wild ride,Seeking Alpha,https://seekingalpha.com/news/4229315-nvidia-remains-ai-king-as-super-micro-tagged-along-for-wild-ride?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,positive,0.46143364906311035
10/31/2024 2:00:00 PM,2024-10-31,The Gaming Legend Continues — AMD Introduces Next-Generation AMD Ryzen 7 9800X3D Processor,GlobeNewswire,/news/stocks/the-gaming-legend-continues-amd-introduces-next-generation-amd-ryzen-7-9800x3d-processor-1033928031,neutral,0.6525542140007019
10/31/2024 1:11:19 PM,2024-10-31,AMD introduces AMD Ryzen 7 9800X3D Desktop processor,TipRanks,/news/stocks/amd-introduces-amd-ryzen-7-9800x3d-desktop-processor-1033930015,neutral,0.8874933123588562
10/31/2024 12:55:30 PM,2024-10-31,Notable open interest changes for October 31st,TipRanks,/news/stocks/notable-open-interest-changes-for-october-31st-1033929896,neutral,0.9156593680381775
10/30/2024 9:12:01 PM,2024-10-30,Stock market today: Indexes slide as chipmaker rout drags tech ahead of key earnings,Business Insider,/news/stocks/stock-market-today-indexes-chipmakers-tech-earnings-gdp-fed-rates-2024-10,negative,0.9672231078147888
10/30/2024 7:52:01 PM,2024-10-30,AMD CEO Lisa Su says GPU and CPU sales are nearly equal. Wall Street thinks that's not enough.,Business Insider,https://www.businessinsider.com/amd-gpu-cpu-ai-data-center-boom-2024-10,neutral,0.43171456456184387
10/30/2024 7:36:02 PM,2024-10-30,AMD still has a gap to close with Nvidia's AI chips,Business Insider,https://www.businessinsider.com/amd-earnings-q3-2024-ceo-lisa-su-nvidia-ai-chips-2024-10,neutral,0.4748418927192688
10/30/2024 5:16:01 PM,2024-10-30,Chipmakers are having a terrible day in the stock market,Business Insider,/news/stocks/chipmakers-amd-smci-super-micro-stock-auditor-earnings-report-guidance-2024-10,negative,0.9615809321403503
10/30/2024 5:05:11 PM,2024-10-30,Cody Acree Reaffirms Buy Rating on AMD Amidst Strong AI and Data Center Growth Prospects,TipRanks,/news/stocks/cody-acree-reaffirms-buy-rating-on-amd-amidst-strong-ai-and-data-center-growth-prospects-1033920619,positive,0.9555522799491882
10/30/2024 4:15:41 PM,2024-10-30,"Alphabet, AMD report Q3 earnings beats: Morning Buzz",TipRanks,/news/stocks/alphabet-amd-report-q3-earnings-beats-morning-buzz-1033920421,neutral,0.8454449772834778
10/30/2024 3:00:22 PM,2024-10-30,Supermicro plunges after auditor exits on unwillingness to back statements,TipRanks,/news/stocks/supermicro-plunges-after-auditor-exits-on-unwillingness-to-back-statements-1033920219,negative,0.9505478143692017
10/30/2024 2:15:22 PM,2024-10-30,"Biggest stock movers Wednesday: SMCI, LLY, GOOG, SNAP, and more",Seeking Alpha,https://seekingalpha.com/news/4221935-biggest-stock-movers-wednesday-goog-snap-and-more?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.9198371767997742
10/30/2024 1:46:32 PM,2024-10-30,Strategic Acquisitions and AI Adoption Propel AMD Towards $400 Billion Market Opportunity,TipRanks,/news/stocks/strategic-acquisitions-and-ai-adoption-propel-amd-towards-400-billion-market-opportunity-1033919859,positive,0.9427261352539062
10/30/2024 1:01:46 PM,2024-10-30,Notable open interest changes for October 30th,TipRanks,/news/stocks/notable-open-interest-changes-for-october-30th-1033919563,neutral,0.9172896146774292
10/30/2024 1:01:23 PM,2024-10-30,Morning Movers: Caterpillar and Eli Lilly sink following quarterly reports,TipRanks,/news/stocks/morning-movers-caterpillar-and-eli-lilly-sink-following-quarterly-reports-1033919565,neutral,0.9493290185928345
10/30/2024 12:55:48 PM,2024-10-30,Advanced Micro Devices (AMD) Maintains Hold Rating Amid Mixed Segment Performance and Plateauing Margins,TipRanks,/news/stocks/advanced-micro-devices-amd-maintains-hold-rating-amid-mixed-segment-performance-and-plateauing-margins-1033919369,negative,0.9500989317893982
10/30/2024 12:47:22 PM,2024-10-30,"New Buy Rating for Advanced Micro Devices (AMD), the Technology Giant",TipRanks,/news/stocks/new-buy-rating-for-advanced-micro-devices-amd-the-technology-giant-1033919408,positive,0.7304217219352722
10/30/2024 12:38:58 PM,2024-10-30,Buy Rating Justified: AMD’s Strategic Positioning and Growth Potential in Key Segments,TipRanks,/news/stocks/buy-rating-justified-amd-s-strategic-positioning-and-growth-potential-in-key-segments-1033919274,positive,0.5778622627258301
10/30/2024 12:33:51 PM,2024-10-30,Advanced Micro Devices (AMD): New Buy Recommendation for This Technology Giant,TipRanks,/news/stocks/advanced-micro-devices-amd-new-buy-recommendation-for-this-technology-giant-1033919317,positive,0.6620899438858032
10/30/2024 12:27:01 PM,2024-10-30,AMD’s Strong Outlook and AI Advancements Justify Buy Rating with $185 Target,TipRanks,/news/stocks/amd-s-strong-outlook-and-ai-advancements-justify-buy-rating-with-185-target-1033919105,positive,0.8234370946884155
10/30/2024 12:15:47 PM,2024-10-30,Buy Recommendation for AMD Amid Strong Data Center Performance and Market Share Gains,TipRanks,/news/stocks/buy-recommendation-for-amd-amid-strong-data-center-performance-and-market-share-gains-1033919181,positive,0.9493585228919983
10/30/2024 12:00:42 PM,2024-10-30,Advanced Micro Devices call buyer realizes 51% same-day gains,TipRanks,/news/stocks/advanced-micro-devices-call-buyer-realizes-51-same-day-gains-1033919060,positive,0.8104684948921204
10/30/2024 11:52:47 AM,2024-10-30,Oppenheimer Remains a Hold on Advanced Micro Devices (AMD),TipRanks,/news/stocks/oppenheimer-remains-a-hold-on-advanced-micro-devices-amd-1033918506,neutral,0.8977047204971313
10/30/2024 11:50:21 AM,2024-10-30,"Analysts Offer Insights on Technology Companies: Advanced Micro Devices (AMD), Littelfuse (LFUS) and First Solar (FSLR)",TipRanks,/news/stocks/analysts-offer-insights-on-technology-companies-advanced-micro-devices-amd-littelfuse-lfus-and-first-solar-fslr-1033918548,neutral,0.8892015218734741
10/30/2024 11:45:18 AM,2024-10-30,AMD's results were solid. Why Wall Street wanted more.,Seeking Alpha,https://seekingalpha.com/news/4222558-amds-results-were-solid-wall-street-wanted-more?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.5671727061271667
10/30/2024 11:20:44 AM,2024-10-30,AMD price target lowered to $205 from $210 at UBS,TipRanks,/news/stocks/amd-price-target-lowered-to-205-from-210-at-ubs-1033918235,negative,0.8016383051872253
10/30/2024 11:10:09 AM,2024-10-30,"Analysts Conflicted on These Technology Names: First Solar (FSLR), Advanced Micro Devices (AMD) and Udemy Inc (UDMY)",TipRanks,/news/stocks/analysts-conflicted-on-these-technology-names-first-solar-fslr-advanced-micro-devices-amd-and-udemy-inc-udmy-1033918092,negative,0.6284159421920776
10/30/2024 11:09:59 AM,2024-10-30,Advanced Micro Devices (AMD) Receives a New Rating from a Top Analyst,TipRanks,/news/stocks/advanced-micro-devices-amd-receives-a-new-rating-from-a-top-analyst-1033918095,positive,0.8504834175109863
10/30/2024 11:08:30 AM,2024-10-30,AMD price target lowered to $180 from $200 at Piper Sandler,TipRanks,/news/stocks/amd-price-target-lowered-to-180-from-200-at-piper-sandler-1033918118,negative,0.5963475704193115
10/30/2024 10:26:18 AM,2024-10-30,AMD price target lowered to $169 from $178 at Morgan Stanley,TipRanks,/news/stocks/amd-price-target-lowered-to-169-from-178-at-morgan-stanley-1033917587,negative,0.8423342704772949
10/30/2024 10:26:09 AM,2024-10-30,AMD price target lowered to $200 from $210 at Citi,TipRanks,/news/stocks/amd-price-target-lowered-to-200-from-210-at-citi-1033917589,negative,0.801528811454773
10/30/2024 10:19:10 AM,2024-10-30,Vivek Arya’s Bullish Outlook on AMD: Strong Market Position and Growth Prospects Amid Challenges,TipRanks,/news/stocks/vivek-arya-s-bullish-outlook-on-amd-strong-market-position-and-growth-prospects-amid-challenges-1033917615,positive,0.9398199319839478
10/30/2024 10:17:49 AM,2024-10-30,AMD: Balancing Robust Datacenter Growth with Gaming and Embedded Segment Challenges,TipRanks,/news/stocks/amd-balancing-robust-datacenter-growth-with-gaming-and-embedded-segment-challenges-1033917630,positive,0.908915638923645
10/30/2024 8:50:25 AM,2024-10-30,AMD price target lowered to $170 from $180 at Barclays,TipRanks,/news/stocks/amd-price-target-lowered-to-170-from-180-at-barclays-1033916745,negative,0.8396099805831909
10/30/2024 6:55:25 AM,2024-10-30,"New Buy Rating for Advanced Micro Devices (AMD), the Technology Giant",TipRanks,/news/stocks/new-buy-rating-for-advanced-micro-devices-amd-the-technology-giant-1033915901,positive,0.7304217219352722
10/30/2024 2:45:09 AM,2024-10-30,Positive Outlook for AMD: Datacenter Growth and Strong Market Positioning Drive Buy Rating,TipRanks,/news/stocks/positive-outlook-for-amd-datacenter-growth-and-strong-market-positioning-drive-buy-rating-1033914018,positive,0.945080041885376
10/29/2024 11:25:34 PM,2024-10-29,Closing Bell Movers: Alphabet up over 5% on Q3 earnings beat,TipRanks,/news/stocks/closing-bell-movers-alphabet-up-over-5-on-q3-earnings-beat-1033912695,positive,0.9517650604248047
10/29/2024 10:25:42 PM,2024-10-29,"Advanced Micro Devices Inc. Q3 Profit Increases, Beats Estimates",RTTNews,/news/stocks/advanced-micro-devices-inc-q3-profit-increases-beats-estimates-1033912021,positive,0.9314982891082764
10/29/2024 10:18:32 PM,2024-10-29,Promising Growth Trajectory and Resilience Support Buy Rating for AMD,TipRanks,/news/stocks/promising-growth-trajectory-and-resilience-support-buy-rating-for-amd-1033912580,positive,0.9302391409873962
10/29/2024 9:42:45 PM,2024-10-29,AMD just reported Q3 earnings. Here's why the stock is falling. (update),Seeking Alpha,https://seekingalpha.com/news/4218628-amd-q3-earnings-stock-falling?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.858969509601593
10/29/2024 9:22:01 PM,2024-10-29,Stock market today: Nasdaq closes at a record ahead of key tech earnings,Business Insider,/news/stocks/stock-market-today-nasdaq-price-record-high-tech-earnings-alphabet-2024-10,positive,0.8878819346427917
10/29/2024 9:16:02 PM,2024-10-29,AMD in charts: Data Center revenue more than doubles from last year,Seeking Alpha,https://seekingalpha.com/news/4221188-amd-in-charts-data-center-revenue-more-than-doubles-from-last-year?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,positive,0.9455747604370117
10/29/2024 9:15:30 PM,2024-10-29,AMD Reports Third Quarter 2024 Financial Results,GlobeNewswire,/news/stocks/amd-reports-third-quarter-2024-financial-results-1033911757,neutral,0.8844980597496033
10/29/2024 8:49:09 PM,2024-10-29,AMD Reports Strong Q3 2024 Financial Growth,TipRanks,/news/stocks/amd-reports-strong-q3-2024-financial-growth-1033912371,positive,0.9492129683494568
10/29/2024 8:36:00 PM,2024-10-29,"Earnings Snapshot: AMD beats top-line estimate, as Data Center rev. more than doubles",Seeking Alpha,https://seekingalpha.com/news/4220962-earnings-snapshot-amd-beats-top-line-estimate-as-data-center-rev-more-than-doubles?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,positive,0.9051307439804077
10/29/2024 8:27:14 PM,2024-10-29,"AMD reports Q3 EPS 92c, consensus 91c",TipRanks,/news/stocks/amd-reports-q3-eps-92c-consensus-91c-1033912342,neutral,0.8984693884849548
10/29/2024 8:26:14 PM,2024-10-29,"AMD sees Q4 revenue $7.5B +/- $300M, consensus $7.54B",TipRanks,/news/stocks/amd-sees-q4-revenue-7-5b-+---300m-consensus-7-54b-1033912350,neutral,0.5315094590187073
10/29/2024 8:24:57 PM,2024-10-29,AMD just reported Q3 earnings. Here's why the stock is falling.,Seeking Alpha,https://seekingalpha.com/news/4218628-amd-q3-earnings-stock-faling?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.9161736965179443
10/29/2024 8:18:27 PM,2024-10-29,"Advanced Micro Devices Non-GAAP EPS of $0.92 in-line, revenue of $6.82B beats by $110M",Seeking Alpha,https://seekingalpha.com/news/4220849-advanced-micro-devices-non-gaap-eps-of-0_92-in-line-revenue-of-6_82m-misses-6_7b?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.5518300533294678
10/29/2024 6:34:01 PM,2024-10-29,"Over 90% of AWS's biggest data center customers are now using its homegrown Graviton chips, executive says",Business Insider,https://www.businessinsider.com/aws-graviton-chips-used-by-90-percent-top-1000-customers-2024-10,neutral,0.7231740951538086
10/29/2024 6:01:23 PM,2024-10-29,Notable companies reporting after market close,TipRanks,/news/stocks/notable-companies-reporting-after-market-close-1033911967,neutral,0.8840794563293457
10/29/2024 5:05:14 PM,2024-10-29,Advanced Micro Devices options imply 6.8% move in share price post-earnings,TipRanks,/news/stocks/advanced-micro-devices-options-imply-6-8-move-in-share-price-post-earnings-1033911647,positive,0.7514363527297974
10/29/2024 4:55:17 PM,2024-10-29,"OpenAI working on in-house AI chip, scales back foundry ambitions, Reuters says",TipRanks,/news/stocks/openai-working-on-in-house-ai-chip-scales-back-foundry-ambitions-reuters-says-1033911554,positive,0.6841694116592407
10/29/2024 2:52:01 PM,2024-10-29,Stock market today: Indexes dip ahead of mega-cap tech earnings,Business Insider,/news/stocks/stock-market-today-tech-earnings-alphabet-amd-snap-meta-microsoft-2024-10,negative,0.9590449333190918
10/29/2024 2:00:00 PM,2024-10-29,Here are the major earnings after the close today,Seeking Alpha,https://seekingalpha.com/news/4213699-here-are-the-major-earnings-after-the-close-today?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.9299408793449402
