datetime,date,title,source,link,top_sentiment,sentiment_score
11/4/2024 10:46:00 AM,2024-11-04,"House Speaker Johnson says GOP may try to repeal CHIPS Act, AP reports",TipRanks,/news/stocks/house-speaker-johnson-says-gop-may-try-to-repeal-chips-act-ap-reports-1033944033,neutral,0.7264169454574585
11/2/2024 3:43:17 AM,2024-11-02,NVIDIA To Replace Intel In Dow Jones Industrial Average,RTTNews,/news/stocks/nvidia-to-replace-intel-in-dow-jones-industrial-average-1033939164,neutral,0.9110147953033447
11/1/2024 9:55:14 PM,2024-11-01,"Nvidia to replace Intel, Sherwin-Williams to replace Dow Inc. in DJIA",TipRanks,/news/stocks/nvidia-to-replace-intel-sherwin-williams-to-replace-dow-inc-in-djia-1033939131,neutral,0.9436702132225037
11/1/2024 3:00:13 PM,2024-11-01,"Biggest stock movers Friday: AMZN, INTC, ABT, and more",Seeking Alpha,https://seekingalpha.com/news/4232637-biggest-stock-movers-friday-amzn-intc-and-more?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.9098886251449585
11/1/2024 2:20:05 PM,2024-11-01,Analysts Offer Insights on Technology Companies: Apple (AAPL) and Intel (INTC),TipRanks,/news/stocks/analysts-offer-insights-on-technology-companies-apple-aapl-and-intel-intc-1033938424,neutral,0.9188223481178284
11/1/2024 2:10:20 PM,2024-11-01,Intel price target raised to $26 from $25 at Truist,TipRanks,/news/stocks/intel-price-target-raised-to-26-from-25-at-truist-1033938330,positive,0.9433944821357727
11/1/2024 1:10:05 PM,2024-11-01,Wall Street Analysts Are Bullish on Top Technology Picks,TipRanks,/news/stocks/wall-street-analysts-are-bullish-on-top-technology-picks-1033938029,positive,0.5188646912574768
11/1/2024 1:07:08 PM,2024-11-01,Intel price target raised to $23 from $22 at Mizuho,TipRanks,/news/stocks/intel-price-target-raised-to-23-from-22-at-mizuho-1033938068,positive,0.9444330334663391
11/1/2024 12:55:15 PM,2024-11-01,Notable open interest changes for November 1st,TipRanks,/news/stocks/notable-open-interest-changes-for-november-1st-1033937931,neutral,0.9029505848884583
11/1/2024 12:40:19 PM,2024-11-01,Analysts Have Conflicting Sentiments on These Technology Companies: HubSpot (HUBS) and Intel (INTC),TipRanks,/news/stocks/analysts-have-conflicting-sentiments-on-these-technology-companies-hubspot-hubs-and-intel-intc-1033937812,negative,0.9374846816062927
11/1/2024 12:37:41 PM,2024-11-01,Evercore ISI Reaffirms Their Hold Rating on Intel (INTC),TipRanks,/news/stocks/evercore-isi-reaffirms-their-hold-rating-on-intel-intc-1033937845,neutral,0.8453916907310486
11/1/2024 12:25:51 PM,2024-11-01,Intel's results were better than feared. Wall Street says it's not out of the woods yet.,Seeking Alpha,https://seekingalpha.com/news/4233290-intel-jumps-wall-street-results-were-better-than-feared?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,positive,0.7762575149536133
11/1/2024 12:14:34 PM,2024-11-01,Intel (INTC) Receives a Rating Update from a Top Analyst,TipRanks,/news/stocks/intel-intc-receives-a-rating-update-from-a-top-analyst-1033937759,neutral,0.7884339690208435
11/1/2024 12:12:53 PM,2024-11-01,Intel (INTC) Receives a Hold from Stifel Nicolaus,TipRanks,/news/stocks/intel-intc-receives-a-hold-from-stifel-nicolaus-1033937776,neutral,0.8599463105201721
11/1/2024 12:07:57 PM,2024-11-01,Cautious Hold on Intel: Navigating Strategic Challenges Amid Market Expectations,TipRanks,/news/stocks/cautious-hold-on-intel-navigating-strategic-challenges-amid-market-expectations-1033937639,positive,0.4114514887332916
11/1/2024 11:50:20 AM,2024-11-01,"Intel mid-term targets ‘appear to already be unattainable,’ says JPMorgan",TipRanks,/news/stocks/intel-mid-term-targets-appear-to-already-be-unattainable-says-jpmorgan-1033937215,negative,0.7878865599632263
11/1/2024 11:45:32 AM,2024-11-01,Intel’s Market Struggles and Modest Improvements: A Hold Recommendation by Cody Acree,TipRanks,/news/stocks/intel-s-market-struggles-and-modest-improvements-a-hold-recommendation-by-cody-acree-1033937250,neutral,0.8401306867599487
11/1/2024 11:40:16 AM,2024-11-01,Truist Financial Reaffirms Their Hold Rating on Intel (INTC),TipRanks,/news/stocks/truist-financial-reaffirms-their-hold-rating-on-intel-intc-1033937076,neutral,0.701932966709137
11/29/2024 11:30:29 AM,2024-11-29,"Biden admin debates on additional China chip curbs, Bloomberg says",TipRanks,/news/stocks/biden-admin-debates-on-additional-china-chip-curbs-bloomberg-says-1034080192,neutral,0.6221187114715576
11/27/2024 2:00:44 PM,2024-11-27,Notable open interest changes for November 27th,TipRanks,/news/stocks/notable-open-interest-changes-for-november-27th-1034072751,neutral,0.9144593477249146
11/26/2024 5:25:10 PM,2024-11-26,"Intel’s CHIPS Act grant lower than previously announced, says Citi",TipRanks,/news/stocks/intel-s-chips-act-grant-lower-than-previously-announced-says-citi-1034067872,negative,0.9049242734909058
11/26/2024 3:35:10 PM,2024-11-26,"Qualcomm interest in Intel acquisition has cooled, Bloomberg reports",TipRanks,/news/stocks/qualcomm-interest-in-intel-acquisition-has-cooled-bloomberg-reports-1034067631,negative,0.9511386156082153
11/26/2024 3:20:14 PM,2024-11-26,Intel To Get $7.865 Bln Govt. Grant For US Semiconductor Projects,RTTNews,/news/stocks/intel-to-get-7-865-bln-govt-grant-for-us-semiconductor-projects-1034065924,positive,0.9288522601127625
11/26/2024 10:10:32 AM,2024-11-26,"Intel, Biden-Harris Administration finalize $7.86B CHIPS Act funding award",TipRanks,/news/stocks/intel-biden-harris-administration-finalize-7-86b-chips-act-funding-award-1034065591,neutral,0.6611194610595703
11/26/2024 9:48:47 AM,2024-11-26,Qualcomm's interest in potential Intel acquisition has reportedly waned,Seeking Alpha,https://seekingalpha.com/news/4333614-qualcomm-interest-intel-acquisition-waned?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.9403164386749268
11/25/2024 5:10:25 PM,2024-11-25,"Macy’s uncovers employee fraud, Summit to be acquired: Morning Buzz",TipRanks,/news/stocks/macy-s-uncovers-employee-fraud-summit-to-be-acquired-morning-buzz-1034062605,neutral,0.7660794854164124
11/25/2024 2:20:52 PM,2024-11-25,"Intel close to finalizing $8B CHIPS Act grant, CNBC says",TipRanks,/news/stocks/intel-close-to-finalizing-8b-chips-act-grant-cnbc-says-1034062041,positive,0.4995586574077606
11/25/2024 2:20:28 PM,2024-11-25,Intel up 3% after CNBC report on CHIPS Act funding,TipRanks,/news/stocks/intel-up-3-after-cnbc-report-on-chips-act-funding-1034062045,positive,0.8677482008934021
11/23/2024 2:53:59 AM,2024-11-23,Lattice Semi is considering making offer for Intel's Altera unit - Bloomberg,Seeking Alpha,https://seekingalpha.com/news/4323842-lattice-semi-is-considering-making-offer-for-intels-altera-unit-bloomberg?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.8726867437362671
11/21/2024 12:59:26 PM,2024-11-21,Nvidia's results and guidance were exceptional. Wall Street says ignore the noise.,Seeking Alpha,https://seekingalpha.com/news/4316205-nvidias-results-and-guidance-were-exceptional-wall-street-says-ignore-the-noise?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,positive,0.4913730025291443
11/20/2024 9:41:49 PM,2024-11-20,Nvidia just reported Q3 results. Wall Street wanted guidance a touch higher.,Seeking Alpha,https://seekingalpha.com/news/4311958-nvidia-q3-results-stock-falling?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.7222785949707031
11/19/2024 5:05:39 PM,2024-11-19,"Walmart higher, Lowe’s lower after earnings: Morning Buzz",TipRanks,/news/stocks/walmart-higher-lowe-s-lower-after-earnings-morning-buzz-1034038609,negative,0.8574802875518799
11/19/2024 11:20:20 AM,2024-11-19,"Biden Administration races to deliver chip grants, WSJ reports",TipRanks,/news/stocks/biden-administration-races-to-deliver-chip-grants-wsj-reports-1034036608,neutral,0.6782886981964111
11/13/2024 10:45:01 PM,2024-11-13,AMD vs INTC vs TSM: Will These Chipmakers Rally as High as NVDA?,TipRanks,/news/stocks/amd-vs-intc-vs-tsm-will-these-chipmakers-rally-as-high-as-nvda-1034012072,positive,0.8783680200576782
11/13/2024 5:09:31 PM,2024-11-13,Semiconductor foundry stocks mixed amid strong Tower Semiconductor Q3 results,Seeking Alpha,https://seekingalpha.com/news/4285816-semiconductor-foundry-stocks-mixed-amid-strong-tower-semiconductor-q3-results?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.7711776494979858
11/12/2024 11:37:09 AM,2024-11-12,Citi says ‘almost time to buy’ semiconductor stocks again,TipRanks,/news/stocks/citi-says-almost-time-to-buy-semiconductor-stocks-again-1033999553,neutral,0.8110744953155518
11/11/2024 7:13:40 PM,2024-11-11,Chips mostly lower to start week ahead of key earnings; Monolithic Power slumps,Seeking Alpha,https://seekingalpha.com/news/4276258-chips-mostly-lower-to-start-week-ahead-of-key-earnings-monolithic-power-slumps?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.9615458846092224
11/8/2024 8:00:23 PM,2024-11-08,"Catalyst Watch: Alibaba earnings, Disney drama, CPI print, 13F filings and more election scrambling",Seeking Alpha,https://seekingalpha.com/news/4266568-catalyst-watch-alibaba-earnings-disney-drama-cpi-print-13f-filings-and-more-election-scrambling?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.8763311505317688
11/7/2024 12:37:19 PM,2024-11-07,"Arm Holdings slumps even as Wall Street is encouraged by AI progress, potential",Seeking Alpha,https://seekingalpha.com/news/4260410-arm-holdings-slumps-even-as-wall-street-is-encouraged-by-ai-progress-potential?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,negative,0.9675309062004089
11/6/2024 9:04:06 PM,2024-11-06,Qualcomm just reported Q4 results. Here's why the stock is soaring.,Seeking Alpha,https://seekingalpha.com/news/4255650-qualcomm-q4-results-stock-soaring?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.546199381351471
11/6/2024 7:05:40 PM,2024-11-06,Here’s what Wall Street is saying about Qualcomm ahead of earnings,TipRanks,/news/stocks/here-s-what-wall-street-is-saying-about-qualcomm-ahead-of-earnings-1033964547,neutral,0.9386404156684875
11/6/2024 5:10:19 PM,2024-11-06,"Nvidia, Texas Instruments lead chips higher ahead of earnings from Qualcomm, Arm",Seeking Alpha,https://seekingalpha.com/news/4256340-nvidia-texas-instruments-lead-chips-higher-earnings-from-qualcomm-arm?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,positive,0.9247331023216248
11/6/2024 2:35:24 AM,2024-11-06,Intel (INTC) Gets a Hold from Truist Financial,TipRanks,/news/stocks/intel-intc-gets-a-hold-from-truist-financial-1033957065,neutral,0.7954955697059631
11/5/2024 2:57:21 PM,2024-11-05,"Chip roundup: GlobalFoundries, Astera Lab rise on earnings; Cirrus Logic, Navitas fall",Seeking Alpha,https://seekingalpha.com/news/4248708-chip-roundup-globalfoundries-astera-lab-rise-on-earnings-cirrus-logic-navitas-fall?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,positive,0.9024745225906372
11/4/2024 9:11:41 PM,2024-11-04,"Silver Lake, Bain prepare to bid for stake in Intel's Altera unit - Reuters",Seeking Alpha,https://seekingalpha.com/news/4245229-silver-lake-bain-prepare-to-bid-for-stake-in-intels-altera-unit-reuters?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.929542064666748
11/4/2024 8:45:20 PM,2024-11-04,"Silver Lake, Bain Capital to bid for stake in Intel’s Altera, Reuters reports",TipRanks,/news/stocks/silver-lake-bain-capital-to-bid-for-stake-in-intel-s-altera-reuters-reports-1033947300,neutral,0.8861925005912781
11/4/2024 5:01:13 PM,2024-11-04,"Nvidia to replace Intel on DJIA, Berkshire reports Q3 results: Morning Buzz",TipRanks,/news/stocks/nvidia-to-replace-intel-on-djia-berkshire-reports-q3-results-morning-buzz-1033946591,neutral,0.8430426120758057
11/4/2024 4:40:09 PM,2024-11-04,Analysts Conflicted on These Technology Names: Intel (INTC) and Super Micro Computer (SMCI),TipRanks,/news/stocks/analysts-conflicted-on-these-technology-names-intel-intc-and-super-micro-computer-smci-1033946509,negative,0.5522903800010681
11/4/2024 2:02:13 PM,2024-11-04,Notable open interest changes for November 4th,TipRanks,/news/stocks/notable-open-interest-changes-for-november-4th-1033945996,neutral,0.9057090878486633
11/4/2024 10:46:00 AM,2024-11-04,"House Speaker Johnson says GOP may try to repeal CHIPS Act, AP reports",TipRanks,/news/stocks/house-speaker-johnson-says-gop-may-try-to-repeal-chips-act-ap-reports-1033944033,neutral,0.7264169454574585
11/2/2024 3:43:17 AM,2024-11-02,NVIDIA To Replace Intel In Dow Jones Industrial Average,RTTNews,/news/stocks/nvidia-to-replace-intel-in-dow-jones-industrial-average-1033939164,neutral,0.9110147953033447
11/1/2024 9:55:14 PM,2024-11-01,"Nvidia to replace Intel, Sherwin-Williams to replace Dow Inc. in DJIA",TipRanks,/news/stocks/nvidia-to-replace-intel-sherwin-williams-to-replace-dow-inc-in-djia-1033939131,neutral,0.9436702132225037
11/1/2024 3:00:13 PM,2024-11-01,"Biggest stock movers Friday: AMZN, INTC, ABT, and more",Seeking Alpha,https://seekingalpha.com/news/4232637-biggest-stock-movers-friday-amzn-intc-and-more?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,neutral,0.9098886251449585
11/1/2024 2:20:05 PM,2024-11-01,Analysts Offer Insights on Technology Companies: Apple (AAPL) and Intel (INTC),TipRanks,/news/stocks/analysts-offer-insights-on-technology-companies-apple-aapl-and-intel-intc-1033938424,neutral,0.9188223481178284
11/1/2024 2:10:20 PM,2024-11-01,Intel price target raised to $26 from $25 at Truist,TipRanks,/news/stocks/intel-price-target-raised-to-26-from-25-at-truist-1033938330,positive,0.9433944821357727
11/1/2024 1:10:05 PM,2024-11-01,Wall Street Analysts Are Bullish on Top Technology Picks,TipRanks,/news/stocks/wall-street-analysts-are-bullish-on-top-technology-picks-1033938029,positive,0.5188646912574768
11/1/2024 1:07:08 PM,2024-11-01,Intel price target raised to $23 from $22 at Mizuho,TipRanks,/news/stocks/intel-price-target-raised-to-23-from-22-at-mizuho-1033938068,positive,0.9444330334663391
11/1/2024 12:55:15 PM,2024-11-01,Notable open interest changes for November 1st,TipRanks,/news/stocks/notable-open-interest-changes-for-november-1st-1033937931,neutral,0.9029505848884583
11/1/2024 12:40:19 PM,2024-11-01,Analysts Have Conflicting Sentiments on These Technology Companies: HubSpot (HUBS) and Intel (INTC),TipRanks,/news/stocks/analysts-have-conflicting-sentiments-on-these-technology-companies-hubspot-hubs-and-intel-intc-1033937812,negative,0.9374846816062927
11/1/2024 12:37:41 PM,2024-11-01,Evercore ISI Reaffirms Their Hold Rating on Intel (INTC),TipRanks,/news/stocks/evercore-isi-reaffirms-their-hold-rating-on-intel-intc-1033937845,neutral,0.8453916907310486
11/1/2024 12:25:51 PM,2024-11-01,Intel's results were better than feared. Wall Street says it's not out of the woods yet.,Seeking Alpha,https://seekingalpha.com/news/4233290-intel-jumps-wall-street-results-were-better-than-feared?utm_source=businessinsider&utm_medium=referral&feed_item_type=news,positive,0.7762575149536133
11/1/2024 12:14:34 PM,2024-11-01,Intel (INTC) Receives a Rating Update from a Top Analyst,TipRanks,/news/stocks/intel-intc-receives-a-rating-update-from-a-top-analyst-1033937759,neutral,0.7884339690208435
11/1/2024 12:12:53 PM,2024-11-01,Intel (INTC) Receives a Hold from Stifel Nicolaus,TipRanks,/news/stocks/intel-intc-receives-a-hold-from-stifel-nicolaus-1033937776,neutral,0.8599463105201721
11/1/2024 12:07:57 PM,2024-11-01,Cautious Hold on Intel: Navigating Strategic Challenges Amid Market Expectations,TipRanks,/news/stocks/cautious-hold-on-intel-navigating-strategic-challenges-amid-market-expectations-1033937639,positive,0.4114514887332916
11/1/2024 11:50:20 AM,2024-11-01,"Intel mid-term targets ‘appear to already be unattainable,’ says JPMorgan",TipRanks,/news/stocks/intel-mid-term-targets-appear-to-already-be-unattainable-says-jpmorgan-1033937215,negative,0.7878865599632263
11/1/2024 11:45:32 AM,2024-11-01,Intel’s Market Struggles and Modest Improvements: A Hold Recommendation by Cody Acree,TipRanks,/news/stocks/intel-s-market-struggles-and-modest-improvements-a-hold-recommendation-by-cody-acree-1033937250,neutral,0.8401306867599487
11/1/2024 11:40:16 AM,2024-11-01,Truist Financial Reaffirms Their Hold Rating on Intel (INTC),TipRanks,/news/stocks/truist-financial-reaffirms-their-hold-rating-on-intel-intc-1033937076,neutral,0.701932966709137
11/1/2024 11:36:25 AM,2024-11-01,Intel’s Strategic Recovery Amid Competitive Pressures: A Hold Rating Justified,TipRanks,/news/stocks/intel-s-strategic-recovery-amid-competitive-pressures-a-hold-rating-justified-1033937127,positive,0.6768878102302551
11/1/2024 11:35:28 AM,2024-11-01,Intel price target raised to $20 from $17 at Rosenblatt,TipRanks,/news/stocks/intel-price-target-raised-to-20-from-17-at-rosenblatt-1033937137,positive,0.9424454569816589
11/1/2024 11:15:20 AM,2024-11-01,Intel price target raised to $25 from $20 at Baird,TipRanks,/news/stocks/intel-price-target-raised-to-25-from-20-at-baird-1033937026,positive,0.937121570110321
11/1/2024 10:08:36 AM,2024-11-01,"Intel’s Hold Rating: Margin Pressures, Inventory Costs, and AI Challenges",TipRanks,/news/stocks/intel-s-hold-rating-margin-pressures-inventory-costs-and-ai-challenges-1033936474,negative,0.5678083896636963
11/1/2024 10:00:18 AM,2024-11-01,Intel’s Mixed Outlook: Hold Rating Amid Market Share Challenges and Foundry Transition Costs,TipRanks,/news/stocks/intel-s-mixed-outlook-hold-rating-amid-market-share-challenges-and-foundry-transition-costs-1033936527,negative,0.9686427712440491
11/1/2024 9:17:33 AM,2024-11-01,Intel’s Stagnant Growth and Manufacturing Challenges Lead to Sell Rating,TipRanks,/news/stocks/intel-s-stagnant-growth-and-manufacturing-challenges-lead-to-sell-rating-1033936149,negative,0.9573454260826111
11/1/2024 9:10:58 AM,2024-11-01,"Analysts Offer Insights on Technology Companies: Paycom (PAYC), Atlassian (TEAM) and Intel (INTC)",TipRanks,/news/stocks/analysts-offer-insights-on-technology-companies-paycom-payc-atlassian-team-and-intel-intc-1033935996,neutral,0.9186299443244934
11/1/2024 9:10:05 AM,2024-11-01,Intel’s Mixed Outlook: Strong Q3 Margins but Challenges Ahead Justify Hold Rating,TipRanks,/news/stocks/intel-s-mixed-outlook-strong-q3-margins-but-challenges-ahead-justify-hold-rating-1033936013,negative,0.8725916147232056
11/1/2024 8:36:05 AM,2024-11-01,Cautious Hold on Intel Amid Third-Quarter Mixed Results and Long-Term AI Strategy Concerns,TipRanks,/news/stocks/cautious-hold-on-intel-amid-third-quarter-mixed-results-and-long-term-ai-strategy-concerns-1033935877,negative,0.9639217257499695
11/1/2024 7:26:48 AM,2024-11-01,Intel (INTC) Receives a Hold from Barclays,TipRanks,/news/stocks/intel-intc-receives-a-hold-from-barclays-1033935495,neutral,0.8197097778320312
11/1/2024 7:20:47 AM,2024-11-01,"Analysts Offer Insights on Technology Companies: Juniper Networks (JNPR), Intapp (INTA) and Intel (INTC)",TipRanks,/news/stocks/analysts-offer-insights-on-technology-companies-juniper-networks-jnpr-intapp-inta-and-intel-intc-1033935529,neutral,0.9174235463142395
11/1/2024 7:20:20 AM,2024-11-01,Intel (INTC) Gets a Hold from KeyBanc,TipRanks,/news/stocks/intel-intc-gets-a-hold-from-keybanc-1033935535,neutral,0.9089006781578064
11/1/2024 4:08:07 AM,2024-11-01,Intel Navigates Restructuring Amid Q3 2024 Financial Challenges,TipRanks,/news/stocks/intel-navigates-restructuring-amid-q3-2024-financial-challenges-1033934293,negative,0.9649341702461243
